INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,X,Y
I162029552,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,4/16/16,2016,4,Saturday,14,Part Two,WILLIAM T MORRISSEY BLVD,42.31572,-71.04832
I162029394,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,4/15/16,2016,4,Friday,23,Part Two,HAYWARD PL,42.35312,-71.06199
I162029383,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E18,,4/15/16,2016,4,Friday,21,Part Two,RIVER ST,42.26537,-71.09873
I162029350,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,4/15/16,2016,4,Friday,18,Part Two,PARKER ST,42.32469,-71.10088
I162029056,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,4/14/16,2016,4,Thursday,17,Part Two,BEACH ST,42.35121,-71.05988
I162029055,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,4/14/16,2016,4,Thursday,17,Part Two,CUNARD ST,42.33664,-71.08629
I162028777,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,4/13/16,2016,4,Wednesday,19,Part Two,BLUE HILL AVE,42.28483,-71.09137
I162028772,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,4/13/16,2016,4,Wednesday,19,Part Two,AMORY ST,42.32134,-71.09924
I162028763,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,4/13/16,2016,4,Wednesday,18,Part Two,PARK ST,42.2955,-71.07211
I162028498,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,4/12/16,2016,4,Tuesday,22,Part Two,ESSEX ST,42.35249,-71.06139
I162028446,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,4/12/16,2016,4,Tuesday,18,Part Two,KENWOOD ST,42.29167,-71.07172
I162028419,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,4/12/16,2016,4,Tuesday,17,Part Two,BOSTON ST,42.323,-71.06068
I162028153,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,4/11/16,2016,4,Monday,20,Part Two,,42.30177,-71.05105
I162027829,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,4/10/16,2016,4,Sunday,20,Part Two,ESSEX ST,42.35247,-71.06167
I162027574,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,4/9/16,2016,4,Saturday,18,Part Two,COMMONWEALTH AVE,42.34901,-71.1386
I162027509,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,4/9/16,2016,4,Saturday,14,Part Two,FIRTH RD,42.28717,-71.12335
I162027484,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,4/9/16,2016,4,Saturday,12,Part Two,FIRTH RD,42.28717,-71.12335
I162027403,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,4/9/16,2016,4,Saturday,1,Part Two,SEAVER ST,42.31137,-71.09328
I162027277,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,4/8/16,2016,4,Friday,16,Part Two,BEACH ST,42.35142,-71.06085
I162026680,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,4/6/16,2016,4,Wednesday,19,Part Two,WASHINGTON ST,42.32866,-71.08563
I162026598,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,Y,4/6/16,2016,4,Wednesday,14,Part Two,BLUE HILL AVE,42.26817,-71.09388
I162026396,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,4/5/16,2016,4,Tuesday,19,Part Two,LEXINGTON ST,42.38028,-71.03065
I162026182,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,4/5/16,2016,4,Tuesday,1,Part Two,CARRUTH ST,42.28431,-71.06109
I162025599,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,4/2/16,2016,4,Saturday,17,Part Two,MASSACHUSETTS AVE,42.33339,-71.07312
I162025575,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,4/2/16,2016,4,Saturday,16,Part Two,BREMEN ST,42.3685,-71.03889
I162025344,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,4/1/16,2016,4,Friday,20,Part Two,HARRISON AVE,42.33556,-71.07436
I162025289,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,4/1/16,2016,4,Friday,18,Part Two,HARRISON AVE,42.33402,-71.07638
I162025273,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,12/19/16,2016,12,Monday,17,Part Two,BEACH ST,42.35147,-71.06217
I162025253,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,4/1/16,2016,4,Friday,16,Part Two,W TREMLETT ST,42.2946,-71.07198
I162025247,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,4/1/16,2016,4,Friday,16,Part Two,WYOMING ST,42.31509,-71.08509
I162025235,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,4/1/16,2016,4,Friday,15,Part Two,GRANITE AVE,42.27894,-71.05417
I162025173,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,4/1/16,2016,4,Friday,12,Part Two,PARK ST,42.3565,-71.062
I162024711,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,3/30/16,2016,3,Wednesday,22,Part Two,ATHELWOLD ST,42.29583,-71.07832
I162024335,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,3/29/16,2016,3,Tuesday,18,Part Two,CENTRE ST,42.32271,-71.09932
I162024308,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/29/16,2016,3,Tuesday,18,Part Two,KENWOOD ST,42.29191,-71.07049
I162024043,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,3/28/16,2016,3,Monday,18,Part Two,WASHINGTON ST,42.32381,-71.08915
I162024026,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,3/28/16,2016,3,Monday,18,Part Two,HOWLAND ST,42.314,-71.08881
I162023926,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/28/16,2016,3,Monday,13,Part Two,HAYWARD PL,42.35312,-71.06199
I162023509,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,3/26/16,2016,3,Saturday,18,Part Two,MASSACHUSETTS AVE,42.33339,-71.07312
I162023453,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,3/26/16,2016,3,Saturday,14,Part Two,SCHOOL ST,42.3144,-71.09925
I162023448,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,3/26/16,2016,3,Saturday,14,Part Two,AMERICAN LEGION HWY,42.29818,-71.08692
I162023447,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,3/26/16,2016,3,Saturday,14,Part Two,BLUE HILL AVE,42.30037,-71.08606
I162023300,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,3/26/16,2016,3,Saturday,0,Part Two,RADCLIFFE ST,42.29838,-71.07815
I162023227,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,3/25/16,2016,3,Friday,18,Part Two,ALBERT ST,42.3336,-71.09323
I162023226,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,3/25/16,2016,3,Friday,17,Part Two,BRIGHTON AVE,42.3534,-71.13622
I162023188,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/25/16,2016,3,Friday,0,Part Two,CENTRE ST,42.29012,-71.0708
I162023150,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E18,,3/25/16,2016,3,Friday,13,Part Two,PLANET ST,42.27708,-71.12404
I162023116,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/25/16,2016,3,Friday,10,Part Two,LINDSEY ST,42.29819,-71.06628
I162022988,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,3/24/16,2016,3,Thursday,18,Part Two,BICKFORD ST,42.32483,-71.10165
I162022966,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,3/24/16,2016,3,Thursday,19,Part Two,COLBORNE RD,42.34371,-71.14686
I162022965,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,3/24/16,2016,3,Thursday,19,Part Two,OLD COLONY AVE,42.32971,-71.05268
I162022952,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/24/16,2016,3,Thursday,18,Part Two,GLENDALE ST,42.31356,-71.06521
I162022949,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,3/24/16,2016,3,Thursday,18,Part Two,HYDE PARK AVE,42.25189,-71.12535
I162022912,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,3/24/16,2016,3,Thursday,16,Part Two,BREMEN ST,42.37168,-71.03564
I162022676,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,3/23/16,2016,3,Wednesday,19,Part Two,ALBANY ST,42.33285,-71.07441
I162022657,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,3/23/16,2016,3,Wednesday,18,Part Two,DECATUR ST,42.37272,-71.04051
I162022651,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,3/23/16,2016,3,Wednesday,18,Part Two,WASHINGTON ST,42.28916,-71.12522
I162022572,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/23/16,2016,3,Wednesday,13,Part Two,BOYLSTON ST,42.35231,-71.06371
I162022517,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,3/23/16,2016,3,Wednesday,11,Part Two,N BEACON ST,42.35503,-71.14465
I162022381,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/22/16,2016,3,Tuesday,16,Part Two,FRUIT ST,42.3624,-71.06955
I162022354,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,3/22/16,2016,3,Tuesday,17,Part Two,F ST,42.33503,-71.04987
I162022317,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/22/16,2016,3,Tuesday,16,Part Two,HARRISON AVENUE EXT,42.35314,-71.06144
I162022212,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,3/22/16,2016,3,Tuesday,11,Part Two,MASSACHUSETTS AVE,42.33331,-71.07323
I162022022,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,3/21/16,2016,3,Monday,16,Part Two,BEECH ST,42.2783,-71.13699
I162021521,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/19/16,2016,3,Saturday,18,Part Two,LYNDHURST ST,42.29229,-71.07177
I162021513,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,3/19/16,2016,3,Saturday,17,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162021473,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,3/19/16,2016,3,Saturday,15,Part Two,W BROADWAY,42.34129,-71.05468
I162021458,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/19/16,2016,3,Saturday,13,Part Two,DORCHESTER AVE,42.30028,-71.06015
I162021364,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/19/16,2016,3,Saturday,7,Part Two,BOWDOIN ST,42.30805,-71.06507
I162020929,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/17/16,2016,3,Thursday,19,Part Two,TREMONT ST,42.35638,-71.06214
I162020893,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,3/17/16,2016,3,Thursday,16,Part Two,GLEASON ST,42.29756,-71.08182
I162020871,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,3/17/16,2016,3,Thursday,15,Part Two,,42.36883,-71.0396
I162020603,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/16/16,2016,3,Wednesday,17,Part Two,BOYLSTON ST,42.35242,-71.06525
I162020576,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,3/16/16,2016,3,Wednesday,16,Part Two,A ST,42.34182,-71.0555
I162019695,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,3/13/16,2016,3,Sunday,17,Part Two,GREYCLIFF RD,42.34147,-71.15942
I162019458,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/12/16,2016,3,Saturday,19,Part Two,GENEVA AVE,42.29849,-71.06313
I162019284,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/12/16,2016,3,Saturday,8,Part Two,COLEMAN ST,42.30904,-71.06504
I162019268,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,3/12/16,2016,3,Saturday,4,Part Two,E COTTAGE ST,42.32136,-71.06586
I162019157,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,11/2/17,2017,11,Thursday,1,Part Two,WASHINGTON ST,42.34874,-71.06397
I162019136,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,3/11/16,2016,3,Friday,18,Part Two,LIVERPOOL ST,42.37222,-71.04091
I162019130,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,3/11/16,2016,3,Friday,17,Part Two,DORCHESTER AVE,42.33014,-71.05696
I162019092,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/11/16,2016,3,Friday,16,Part Two,LONSDALE ST,42.29038,-71.0614
I162018799,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,3/10/16,2016,3,Thursday,13,Part Two,BELLE AVE,42.27006,-71.16619
I162018616,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/9/16,2016,3,Wednesday,20,Part Two,WEST ST,42.35459,-71.06219
I162018410,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,3/9/16,2016,3,Wednesday,6,Part Two,CENTRE ST,42.32287,-71.10155
I162018393,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,3/9/16,2016,3,Wednesday,0,Part Two,QUINCY ST,42.31253,-71.07389
I162018315,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/8/16,2016,3,Tuesday,18,Part Two,CHAUNCY ST,42.35285,-71.06096
I162018307,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,3/8/16,2016,3,Tuesday,16,Part Two,WASHINGTON ST,42.32866,-71.08563
I162018305,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/8/16,2016,3,Tuesday,17,Part Two,DORCHESTER AVE,42.28657,-71.06408
I162018088,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C6,,3/7/16,2016,3,Monday,21,Part Two,WILLIAM T MORRISSEY BLVD,42.31572,-71.04832
I162018009,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,3/7/16,2016,3,Monday,18,Part Two,CENTRE ST,42.28709,-71.14822
I162017986,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/7/16,2016,3,Monday,17,Part Two,GIBSON ST,42.29756,-71.05971
I162017565,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,3/5/16,2016,3,Saturday,23,Part Two,WOODBOLE AVE,42.27627,-71.08265
I162017477,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,3/5/16,2016,3,Saturday,17,Part Two,GLENCOE ST,42.35464,-71.14822
I162017228,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/4/16,2016,3,Friday,17,Part Two,BOYLSTON ST,42.35231,-71.06371
I162017029,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/3/16,2016,3,Thursday,21,Part Two,ASHMONT ST,42.2897,-71.04995
I162017018,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/3/16,2016,3,Thursday,20,Part Two,TREMONT ST,42.35428,-71.0638
I162017010,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,3/3/16,2016,3,Thursday,19,Part Two,WARREN ST,42.31381,-71.08368
I162016985,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/3/16,2016,3,Thursday,18,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162016871,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,3/3/16,2016,3,Thursday,11,Part Two,CENTRE ST,42.32284,-71.10097
I162016863,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,3/3/16,2016,3,Thursday,10,Part Two,BOWDOIN ST,42.30783,-71.0653
I162016762,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,3/2/16,2016,3,Wednesday,20,Part Two,WASHINGTON ST,42.35358,-71.06237
I162016743,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,3/2/16,2016,3,Wednesday,18,Part Two,SHAWMUT AVE,42.33782,-71.07733
I162016482,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,3/1/16,2016,3,Tuesday,17,Part Two,NORFOLK AVE,42.32629,-71.07088
I162016197,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/29/16,2016,2,Monday,19,Part Two,SPRING LN,42.35743,-71.0578
I162015891,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,2/28/16,2016,2,Sunday,18,Part Two,FRANKLIN HILL AVE,42.29422,-71.08885
I162015737,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/28/16,2016,2,Sunday,3,Part Two,ESSEX ST,42.35235,-71.05815
I162015705,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,2/28/16,2016,2,Sunday,1,Part Two,STANLEY ST,42.31023,-71.06906
I162015314,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,2/26/16,2016,2,Friday,17,Part Two,GERARD ST,42.32721,-71.07334
I162014704,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,2/24/16,2016,2,Wednesday,17,Part Two,SHAWMUT AVE,42.33543,-71.08077
I162014668,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,2/24/16,2016,2,Wednesday,16,Part Two,BORDER ST,42.3762,-71.0398
I162014480,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,2/23/16,2016,2,Tuesday,19,Part Two,COTTAGE ST,42.36831,-71.03474
I162014420,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,2/23/16,2016,2,Tuesday,15,Part Two,ASHMONT ST,42.29008,-71.04843
I162014206,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,2/22/16,2016,2,Monday,19,Part Two,WASHINGTON ST,42.32866,-71.08563
I162014195,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,2/22/16,2016,2,Monday,19,Part Two,CENTRE ST,42.32291,-71.10328
I162014187,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,2/22/16,2016,2,Monday,19,Part Two,CENTRE ST,42.32291,-71.10328
I162014186,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/22/16,2016,2,Monday,19,Part Two,OXFORD PL,42.35199,-71.0608
I162014170,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E18,,2/22/16,2016,2,Monday,16,Part Two,TRUMAN PKWY,42.25194,-71.11925
I162013934,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/21/16,2016,2,Sunday,22,Part Two,CAMBRIDGE ST,42.36122,-71.06633
I162013894,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/21/16,2016,2,Sunday,19,Part Two,LAGRANGE ST,42.35157,-71.06354
I162013879,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,2/21/16,2016,2,Sunday,11,Part Two,HANCOCK ST,42.31176,-71.06324
I162013645,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,2/20/16,2016,2,Saturday,20,Part Two,NORFOLK AVE,42.32629,-71.07088
I162013621,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/20/16,2016,2,Saturday,18,Part Two,BOYLSTON ST,42.35231,-71.06371
I162013562,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,2/20/16,2016,2,Saturday,14,Part Two,E BROOKLINE ST,42.33832,-71.07094
I162013398,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D14,,2/19/16,2016,2,Friday,23,Part Two,HARVARD AVE,42.35085,-71.13126
I162013365,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/19/16,2016,2,Friday,19,Part Two,WASHINGTON ST,42.35213,-71.06267
I162013339,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/19/16,2016,2,Friday,18,Part Two,ESSEX ST,42.35247,-71.06167
I162013331,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,2/19/16,2016,2,Friday,17,Part Two,TREMONT ST,42.33865,-71.08146
I162013275,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,2/19/16,2016,2,Friday,14,Part Two,NORWELL ST,42.29442,-71.07809
I162013235,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,2/19/16,2016,2,Friday,11,Part Two,WASHINGTON ST,42.30056,-71.11312
I162013063,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,2/18/16,2016,2,Thursday,19,Part Two,PARIS ST,42.37082,-71.03929
I162012777,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,2/17/16,2016,2,Wednesday,18,Part Two,KENWOOD ST,42.29167,-71.07172
I162012629,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,2/17/16,2016,2,Wednesday,8,Part Two,BOWDOIN ST,42.30704,-71.06615
I162012532,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,2/16/16,2016,2,Tuesday,19,Part Two,BICKFORD ST,42.32483,-71.10165
I162012464,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,2/16/16,2016,2,Tuesday,16,Part Two,ARBUTUS ST,42.28783,-71.09017
I162012378,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,2/16/16,2016,2,Tuesday,10,Part Two,HAROLD ST,42.31295,-71.09259
I162011807,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/13/16,2016,2,Saturday,20,Part Two,TEMPLE PL,42.35521,-71.06206
I162011732,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E5,,2/13/16,2016,2,Saturday,15,Part Two,POPLAR ST,42.28569,-71.12894
I162011715,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,2/13/16,2016,2,Saturday,12,Part Two,RILL ST,42.31124,-71.06561
I162011531,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,,2/12/16,2016,2,Friday,16,Part Two,BOWDOIN AVE,42.30148,-71.07512
I162011530,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,2/12/16,2016,2,Friday,16,Part Two,WALDEN ST,42.32561,-71.1045
I162011522,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,2/12/16,2016,2,Friday,16,Part Two,HOPESTILL ST,42.29074,-71.07275
I162011396,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/12/16,2016,2,Friday,2,Part Two,CLIFFORD ST,42.31985,-71.07973
I162011306,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,2/11/16,2016,2,Thursday,18,Part Two,CUMMINS HWY,42.27025,-71.09829
I162011029,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/10/16,2016,2,Wednesday,19,Part Two,EDINBORO ST,42.35207,-71.05975
I162010939,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,,2/10/16,2016,2,Wednesday,13,Part Two,MORTON ST,42.28619,-71.09341
I162010784,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,2/9/16,2016,2,Tuesday,19,Part Two,LENOX ST,42.33594,-71.08009
I162010776,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,2/9/16,2016,2,Tuesday,20,Part Two,BRAY ST,42.31694,-71.09717
I162010761,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",E13,,2/9/16,2016,2,Tuesday,16,Part Two,HYDE PARK AVE,42.26701,-71.12096
I162010747,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A1,,2/9/16,2016,2,Tuesday,17,Part Two,BOYLSTON ST,42.35234,-71.06297
I162010543,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,2/8/16,2016,2,Monday,19,Part Two,NORTHAMPTON ST,42.33665,-71.07841
I162010199,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,,2/7/16,2016,2,Sunday,8,Part Two,NORMANDY ST,42.30607,-71.08273
I162010084,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A7,,2/6/16,2016,2,Saturday,16,Part Two,COTTAGE ST,42.37011,-71.03262
I162009927,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,,2/6/16,2016,2,Saturday,6,Part Two,NORTHAMPTON ST,42.33395,-71.07539
I162009566,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",A15,,2/4/16,2016,2,Thursday,17,Part Two,OLD IRONSIDES WAY,42.3802,-71.05741
